booking_id,carrier_code,vehicle,vehicle_capacity,total_amount,total_package,total_weight (tons),total_cbm,total_load_proportion_rate,transport_utilization_rate,num_of_pickup_point,pickup_points,last_pickup_point,num_of_destination_point,store_code,total_loading_time (days),pickup_time (days),delivery_time (days),delivery_month
26-TI-AA-06092024-176960,B,51D-610.94,16,858611751,1280,13.708779,37.6920285,100,100,3,CAB,B,1,D,0.07708333334,0.1979166667,2.134722222,Nov-2024
19-TP-AA-06092024-176990,D,51C-558.65,5,362777451,640,5.2765335,15.000258,100,100,1,B,B,1,E,0.03680555556,0.04097222222,0.8534722222,Nov-2024
19-TP-BB-06092024-176798,D,51D-343.96,2.2,95546407,170,2.294985,4.991007,100,100,1,B,B,1,E,0.01388888888,0.01180555556,0.7916666667,Nov-2024
19-TP-AA-06092024-176989,D,61P-0114,5,170441176,380,4.794699,17.415048,100,100,1,B,B,1,E,0.02638888889,0.01944444445,0.7444444444,Nov-2024
02-TP-AA-06092024-176987,E,51C-538.27,5,200674484,440,5.510883,10.838772,100,100,1,C,C,1,E,0.02569444445,0.0006944444467,0.7326388889,Nov-2024
02-TP-AA-06092024-176988,E,50H-206.50,5,179381515,620,5.486145,12.6132405,100,100,1,C,C,1,E,0.03402777778,0.008333333331,0.6972222222,Jun-2024
60-TP-AA-06102024-183714,C,51C-853.76,16,448100786,1030,9.413313,27.2963355,100,100,3,ACB,B,1,F,0.03958333333,0.06388888889,0.8819444444,Jun-2024
26-TI-AA-06102024-183697,B,51D-445.73,16,156444684,230,1.4048055,8.572305,23,100,1,A,A,1,D,0.008333333331,0.05,0.7381944444,Jun-2024
02-TP-AA-06102024-183720,E,51C-538.27,5,117705364,480,5.28549,7.2301845,100,100,1,C,C,1,E,0.02083333334,0.01875,0.55625,Jun-2024
02-TP-AA-06102024-183719,E,51C-302.42,5,72404437,410,6.32604,13.1897325,100,100,1,C,C,1,E,0.01180555556,0.02777777777,0.5347222222,Jun-2024
60-TP-AA-06112024-190757,C,61H-078.12,9,330819538,670,8.04888,18.5204565,100,100,1,C,C,1,F,0.01875,0.01319444444,0.2583333333,Jun-2024
60-TP-AA-06112024-190758,C,51C-847.44,5,188000314,490,4.593141,13.3560735,100,100,3,ACB,B,1,F,0.01944444444,0.07222222222,0.2194444444,Jun-2024
26-TI-AA-06112024-190743,B,50H-007.33,16,780073333,1430,11.5733625,39.5598525,100,100,3,CAB,B,1,D,0.09027777778,0.2159722222,1.697222222,Jun-2024
19-TP-AA-06112024-190768,D,51C-558.65,5,168050414,400,5.431524,12.246948,100,100,1,B,B,1,E,0.03194444444,0.00208333334,0.9340277778,Jul-2024
19-TP-BB-06112024-190573,D,51D-343.96,2.2,98697702,210,2.387805,6.8316675,100,100,1,B,B,1,E,0.01736111111,0.006249999999,0.8402777778,Jul-2024
19-TP-AA-06112024-190767,D,61P-0114,5,283590905,570,4.7294625,15.6666825,100,100,1,B,B,1,E,0.04652777778,0.01666666667,0.7909722222,Jul-2024
02-TP-AA-06112024-190612,E,51D-157.63,2.3,67410464,190,0.89187,7.0655865,100,100,1,A,A,1,E,0.01597222222,0.01875,0.7673611111,Jul-2024
02-TP-AA-06112024-190766,E,51C-919.76,5,148894297,280,5.19477,7.46403,100,100,1,C,C,1,E,0.025,0.03194444444,0.7256944444,Jul-2024
02-TP-AA-06112024-190765,E,51C-302.42,5,223567403,620,5.6768775,12.536832,100,100,1,C,C,1,E,0.04513888889,0.002083333326,0.7083333333,Aug-2024
60-TP-AA-07062024-154668,C,71C-085.31,16,444289223,1160,11.7041925,24.636528,100,100,1,C,C,1,F,0.04722222222,0.01597222222,1.977777778,Aug-2024
60-TP-AA-07062024-154669,C,51C-853.76,16,472788777,1230,11.2713195,26.534592,100,100,2,AC,C,1,F,0.05208333333,0.06180555556,1.907638889,Aug-2024
60-TP-AA-07062024-154670,C,61C-282.28,16,360302237,870,8.210202,25.392192,100,100,2,CB,B,1,F,0.04444444444,0.03472222222,1.763888889,Aug-2024
26-TI-AA-07062024-154645,B,51D-614.79,16,698228842,1090,12.271644,35.511693,100,100,2,BA,A,1,D,0.2409722222,0.03402777778,2.115972222,Aug-2024
19-TP-AA-07062024-154684,D,51C-558.65,5,271887964,480,5.36508,18.073461,100,100,1,B,B,1,E,0.05069444444,0.005555555559,0.8854166667,Aug-2024
19-TP-AA-07062024-154685,D,61E-005.02,5,260715312,450,5.228685,13.076028,100,100,1,B,B,1,E,0.04166666666,0.01041666667,0.7659722222,Aug-2024
19-TP-AA-07062024-154686,D,51C-691.01,5,182798544,400,5.23299,13.484856,100,100,1,B,B,1,E,0.02708333333,0.04097222222,0.7444444444,Aug-2024
02-TP-AA-07062024-154615,E,51D-339.81,2.3,100367107,180,2.324511,4.52046,100,100,1,C,C,1,E,0.01944444444,0.02569444444,0.7020833333,Aug-2024
02-TP-AA-07062024-154614,E,51C-720.66,2.3,62003111,260,2.350215,5.3583495,100,100,1,C,C,1,E,0.02291666667,0.02152777778,0.6944444444,Aug-2024
02-TP-AA-07062024-154612,E,51D-336.62,2.3,86573444,260,2.295615,5.0661555,100,100,1,C,C,1,E,0.01319444444,0.05486111112,0.6875,Aug-2024
02-TP-AA-07062024-154616,E,50H-231.72,2.3,114409025,250,2.21928,4.726701,100,100,1,C,C,1,E,0.02708333333,0.03472222223,0.6722222222,Aug-2024
02-TP-AA-07062024-154682,E,51C-302.42,5,139518780,320,5.26134,9.3136575,100,100,1,C,C,1,E,0.02430555555,0.06388888889,0.6694444444,Aug-2024
02-TP-AA-07062024-154617,E,50H-255.25,2.3,99556921,140,2.468655,3.5924805,100,100,1,C,C,1,E,0.01319444444,0.05625,0.6583333333,Aug-2024
02-TP-AA-07062024-154683,E,51C-538.27,5,259717641,550,4.3907325,13.0476045,100,100,1,C,C,1,E,0.04652777778,0.05972222222,0.6326388889,Aug-2024
02-TP-AA-07062024-154613,E,51D-157.63,2.3,113760490,290,2.664165,6.257706,100,100,1,C,C,1,E,0.01597222222,0.025,0.6270833333,Sep-2024
26-TI-AA-07072024-162490,B,51D-610.55,16,714675819,1290,13.617555,34.0944555,100,100,3,CAB,B,1,D,0.1083333333,0.2152777778,2.139583333,Sep-2024
60-TP-AA-07082024-169587,C,50LD-165.85,9,274989864,570,6.5332365,22.539783,100,100,2,AB,B,1,F,0.03402777778,0.08680555555,0.2298611111,Sep-2024
26-TI-AA-07082024-169565,B,51D-610.94,16,627417750,1010,8.2828095,46.2541065,100,100,2,AB,B,1,D,0.04791666666,0.1180555556,2.256944444,Sep-2024
19-TP-AA-07082024-169604,D,61E-005.02,5,184367190,470,5.29284,12.291237,100,100,1,B,B,1,E,0.04444444444,0.01041666666,0.9493055556,Oct-2024
19-TP-AA-07082024-169603,D,51C-558.65,5,202639400,450,4.773825,22.0455375,100,100,1,B,B,1,E,0.03750000001,0.003472222219,0.9055555556,Oct-2024
02-TP-AA-07082024-169601,E,51C-302.42,5,154821518,330,5.642217,10.411884,100,100,2,AC,C,1,E,0.02083333333,0.05902777778,0.6993055556,Nov-2024
19-TP-AA-07082024-169602,D,61P-0114,5,392579031,560,5.244057,16.364145,100,100,1,B,B,1,E,0.04305555555,0.009027777785,0.6861111111,Nov-2024
02-TP-AA-07092024-177069,E,50H-206.50,5,143645346,550,4.587429,11.756976,100,100,2,AC,C,1,E,0.02916666667,0.05069444444,0.8597222222,Nov-2024
60-TP-AA-08102024-183957,C,51C-853.76,16,283083636,1070,8.6768115,22.4841645,100,100,1,C,C,1,F,0.02083333334,0.006944444445,0.2013888889,Nov-2024
60-TP-AA-07102024-183923,C,51C-853.76,16,435299140,1060,13.460034,26.27709,100,100,2,CB,B,1,F,0.04166666666,0.0326388889,0.7229166667,Jun-2024
26-TI-AA-07102024-183902,B,51C-520.79,16,545190965,1180,15.5227905,34.7475555,100,100,1,B,B,1,D,0.1770833333,0.02152777778,0.9777777778,Jun-2024
19-TP-BB-07102024-183759,D,51D-540.58,2,37564277,150,1.09704,2.5251345,100,100,1,B,B,1,E,0.01875,0.007638888892,0.8888888889,Jun-2024
19-TP-AA-08102024-183959,D,51C-691.01,5,153214325,370,5.341728,12.189345,100,100,1,B,B,1,E,0.02986111111,0.01527777778,0.8680555556,Jun-2024
02-TP-AA-07102024-183872,E,50H-245.07,2.3,94413466,190,0.590205,3.249981,100,100,1,C,C,1,E,0.01805555556,0.0006944444394,0.6979166667,Jul-2024
02-TP-AA-07102024-183895,E,51D-340.46,2,198197753,300,1.57689,4.8684825,100,100,1,C,C,1,E,0.02291666667,0.007638888892,0.6854166667,Jul-2024
02-TP-AA-07102024-183870,E,50H-255.25,2.3,52095145,130,0.976605,5.935356,100,100,1,A,A,1,E,0.009722222225,0.02361111112,0.6777777778,Jul-2024
02-TP-AA-07102024-183936,E,51C-919.76,5,166993784,300,5.636946,8.724471,100,100,1,C,C,1,E,0.02986111111,0.004861111112,0.675,Aug-2024
19-TP-AA-08102024-183958,D,61P-0114,5,135589608,360,3.84027,21.845145,100,100,1,B,B,1,E,0.02569444445,0.005555555552,0.6479166667,Aug-2024
02-TP-AA-07102024-183894,E,51D-157.63,2.3,99697647,240,2.51727,4.3491,100,100,1,C,C,1,E,0.01041666667,0.001388888879,0.6395833333,Aug-2024
02-TP-AA-07102024-183871,E,51D-336.62,2.3,90113150,280,1.481445,9.0174,100,100,1,C,C,1,E,0.02430555555,0.0125,0.6409722222,Sep-2024
60-TP-AA-07112024-190994,C,51C-853.76,16,634129752,1020,11.013156,25.3379805,100,100,1,C,C,1,F,0.02222222222,0.009027777778,0.33125,Sep-2024
60-TP-AA-07112024-190995,C,61C-282.28,16,451059087,1250,10.1813775,26.9741955,100,100,1,C,C,1,F,0.01597222222,0.0125,0.2972222222,Sep-2024
60-TP-AA-08112024-191053,C,50H-052.21,9,272525867,970,7.172865,18.0031005,100,100,1,C,C,1,F,0.01041666666,0.008333333339,0.1430555556,Sep-2024
60-TP-AA-07112024-190993,C,51C-853.76,16,444589081,920,12.292665,28.66017,100,100,2,BC,C,1,F,0.02291666666,0.08055555556,0.7631944444,Sep-2024
60-TP-AA-07112024-190992,C,61C-282.28,16,383497458,1080,9.471105,24.236961,100,100,1,C,C,1,F,0.01736111112,0.02986111111,0.7375,Sep-2024
26-TI-AA-07112024-190978,B,50H-614.51,16,457051866,1000,12.673815,36.561672,100,100,2,AB,B,1,D,0.2013888889,0.07361111111,1.940972222,Sep-2024
02-TP-AA-07112024-190932,E,51D-157.63,2.3,77415272,230,1.433985,6.970509,100,100,2,AC,C,1,E,0.02430555555,0.04027777778,0.5493055556,Sep-2024
60-TP-AA-09062024-154999,C,50LD-195.34,5,192154278,300,6.397125,7.767102,100,100,1,C,C,1,F,0.02499999999,0.01875000001,0.9972222222,Sep-2024
TTPP-AA-09062024-155017,A,54x-2539,1.3,115511144,120,0.22659,0.079821,100,100,1,C,C,1,F,0.004861111105,0.02708333334,0.8020833333,Sep-2024
02-TP-AA-08062024-154861,E,50H-206.50,5,114720097,570,5.6329245,12.6845565,100,100,2,AC,C,1,E,0.02916666667,0.05625,0.5763888889,Sep-2024
60-TP-AA-08072024-162696,C,51C-853.76,16,454749932,1300,9.2132355,29.7141915,100,100,2,CA,A,1,F,0.04930555555,0.03819444445,0.9131944444,Oct-2024
60-TP-AA-08072024-162697,C,50LD-195.34,5,227523799,460,5.2613085,13.4303925,100,100,1,B,B,1,F,0.03333333333,0.02152777778,0.8486111111,Oct-2024
60-TP-AA-08072024-162698,C,61H-078.12,9,542717113,750,7.9697415,21.587937,100,100,1,B,B,1,F,0.01805555556,0.01875,0.7465277778,Oct-2024
26-TI-AA-08072024-162695,B,51D-445.73,16,400442284,890,10.118619,21.166257,60,100,1,C,C,1,D,0.1229166667,0.02986111111,1.771527778,Oct-2024
26-TI-AA-08072024-162676,B,50H-265.51,16,581124293,1200,13.5986655,35.301504,100,100,1,B,B,1,D,0.2090277778,0.01736111112,2.1375,Oct-2024
19-TP-AA-08072024-162710,D,61E-005.02,5,297878969,450,5.264049,13.0627035,100,100,1,B,B,1,E,0.04444444444,0.007638888892,0.9465277778,Oct-2024
19-TP-AA-08072024-162709,D,61P-0114,5,120687323,360,5.17251,11.047575,100,100,1,B,B,1,E,0.03194444445,0.008333333331,0.7993055556,Nov-2024
19-TP-AA-08072024-162711,D,51C-691.01,5,154928994,380,5.187777,11.4080715,100,100,1,B,B,1,E,0.02013888889,0.01666666667,0.7173611111,Nov-2024
02-TP-AA-08072024-162712,E,51C-919.76,5,124628964,480,4.674075,14.269374,100,100,1,C,C,1,E,0.03611111111,0.04166666666,0.7013888889,Nov-2024
02-TP-AA-08072024-162713,E,50H-206.50,5,268073653,530,5.0841,14.5388355,100,100,1,C,C,1,E,0.03125,0.07638888889,0.6472222222,Nov-2024
02-TP-AA-08072024-162631,E,51D-157.63,2.3,138826700,260,2.51937,6.3537705,100,100,1,C,C,1,E,0.02291666667,0.08888888889,0.6208333333,Nov-2024
60-TP-AA-08082024-169844,C,50H-052.21,9,193226085,1060,7.5239115,15.1828425,100,100,1,C,C,1,F,0.02916666667,0.02083333334,0.2527777778,Nov-2024
60-TP-AA-08082024-169845,C,50LD-195.34,5,307432551,620,4.9655025,10.8993465,100,100,1,B,B,1,F,0.01319444444,0.01041666667,0.8652777778,Nov-2024
19-TP-BB-08082024-169643,D,51D-343.96,2.2,149901153,220,2.351349,6.289605,100,100,1,B,B,1,E,0.02013888889,0.02777777778,0.7770833333,Nov-2024
19-TP-BB-08082024-169644,D,51D-541.32,2,99604590,180,2.0916,5.5984635,100,100,1,B,B,1,E,0.03750000001,0.009722222218,0.7666666667,Nov-2024
02-TP-AA-09082024-169894,E,50H-206.50,5,233096465,620,3.86379,10.6572585,100,100,1,C,C,1,E,0.04444444444,0.003472222226,0.71875,Nov-2024
02-TP-AA-09082024-169893,E,51C-919.76,5,253459646,430,4.77351,9.161544,100,100,1,C,C,1,E,0.02499999999,0.01944444445,0.70625,Nov-2024
02-TP-AA-09082024-169892,E,51C-302.42,5,158069443,690,5.054805,12.722178,100,100,1,C,C,1,E,0.02777777777,0.01944444445,0.6722222222,Nov-2024
60-TP-AA-08092024-177318,C,51D-473.93,9,345439246,600,6.443199,17.351775,100,100,2,CB,B,1,F,0.03194444444,0.02986111112,0.2006944444,Nov-2024
26-TI-AA-08092024-177299,B,51D-611.48,16,524696196,1060,13.8587295,37.0851705,100,100,3,CAB,B,1,D,0.1201388889,0.1958333333,1.683333333,Jun-2024
02-TP-AA-08092024-177262,E,51D-336.62,2.2,187169307,310,1.7038875,10.1549175,100,100,1,C,C,1,E,0.04513888889,0.01805555556,0.6951388889,Jun-2024
60-TP-AA-08102024-184164,C,51D-473.93,9,415456364,750,6.182064,18.510597,100,100,3,ACB,B,1,F,0.03263888888,0.09444444445,0.2284722222,Jun-2024
26-TI-AA-08102024-184145,B,50H-304.18,16,623459349,1430,15.233505,32.7256335,100,100,2,CB,B,1,D,0.1229166667,0.03680555557,2.192361111,Jun-2024
02-TP-AA-08102024-184141,E,50H-255.25,2.3,153012042,430,3.40536,6.599208,100,100,1,C,C,1,E,0.02013888889,0.03263888889,0.6597222222,Jun-2024
60-TP-AA-08112024-191265,C,51D-174.22,9,370541121,870,6.16476,19.1817885,100,100,2,CB,B,1,F,0.03611111111,0.02847222223,0.2645833333,Jun-2024
02-TP-AA-08112024-191272,E,51C-538.27,5,193064344,760,4.689825,12.319923,100,100,1,C,C,1,E,0.04097222222,0.00208333334,0.6791666667,Jun-2024
02-TP-AA-08112024-191271,E,51C-919.76,5,200558991,660,5.5130775,13.622301,100,100,1,C,C,1,E,0.02222222222,0.001388888886,0.6388888889,Jun-2024
60-TP-AA-09062024-155104,C,61C-282.28,16,425259257,940,10.006059,25.0913775,100,100,3,ACB,B,1,F,0.01805555555,0.08819444445,0.2083333333,Jun-2024
26-TI-AA-09062024-155084,B,50H-264.35,16,321697154,760,6.0286905,16.2065715,50,100,2,AC,C,1,D,0.05277777778,0.1055555556,0.8791666667,Jun-2024
19-TP-AA-09062024-155119,D,61P-0114,5,134403875,380,5.35038,14.3556,100,100,1,B,B,1,E,0.02777777778,0.004861111112,0.7805555556,Jun-2024
02-TP-AA-09062024-155066,E,51D-336.62,2.3,124431387,180,1.1953095,6.266526,100,100,1,A,A,1,E,0.01736111111,0.01180555556,0.70625,Jun-2024
02-TP-AA-10062024-155210,E,50H-255.25,2.3,109179793,490,2.95554,7.396473,100,100,1,C,C,1,E,0.05694444445,0.02638888888,0.6159722222,Jun-2024
02-TP-AA-10062024-155210,E,51C-720.66,2.3,109179793,490,2.95554,7.396473,100,100,1,C,C,1,E,0.05694444445,0.04374999999,0.5986111111,Jun-2024
02-TP-AA-09062024-155117,E,51C-302.42,5,160652314,550,6.983235,15.0244815,100,100,1,C,C,1,E,0.05625,0.1090277778,0.5979166667,Jun-2024
26-TI-AA-09072024-162930,B,51D-610.50,16,562601921,1130,13.0774455,33.7220625,100,100,3,CBA,A,1,D,0.07777777778,0.2215277778,1.814583333,Jun-2024
60-TP-AA-09082024-170061,C,51C-853.76,16,496180624,890,10.5322875,27.3042735,100,100,2,CB,B,1,F,0.05833333333,0.02569444444,0.175,Jun-2024
26-TI-AA-09082024-170043,B,51D-610.19,16,409865660,690,6.3301455,27.018516,75,100,2,AC,C,1,D,0.06458333333,2.955555556,0.1833333333,Jun-2024
19-TP-BB-09082024-169984,D,51D-343.96,2.2,147201493,250,2.339841,5.958183,100,100,1,B,B,1,E,0.02222222222,0.006250000006,0.7597222222,Jul-2024
02-TP-AA-10082024-170180,E,51D-336.62,2.3,74799216,150,2.5515,4.7535915,100,100,1,C,C,1,E,0.01666666666,0.01180555556,0.5479166667,Jul-2024
19-TP-AA-09082024-170074,D,61P-0114,5,225784716,430,5.272239,13.7660775,100,100,1,B,B,1,E,0.01736111111,0.006944444445,2.703472222,Jul-2024
TTPP-AA-10092024-177603,A,51C-062.60,1.5,126135546,250,2.511558,9.9581685,100,100,1,C,C,1,F,0.01666666667,0.01180555555,0.1270833333,Aug-2024
60-TP-AA-09092024-177535,C,51C-853.76,16,481498711,830,9.46575,30.009273,100,100,1,B,B,1,F,0.02083333333,0.009722222225,0.7513888889,Aug-2024
19-TP-AA-09092024-177549,D,51C-691.01,5,240218491,750,4.7398365,14.74893,100,100,1,B,B,1,E,0.04444444444,0.03055555555,0.7930555556,Aug-2024
19-TP-AA-09092024-177548,D,61P-0114,5,157625042,360,5.28486,14.3023965,100,100,1,B,B,1,E,0.02291666667,0.04236111111,0.6576388889,Aug-2024
02-TP-AA-09092024-177476,E,51D-157.63,2.3,102905210,240,2.660175,5.24349,100,100,1,C,C,1,E,0.02222222222,0.04236111111,0.5763888889,Aug-2024
02-TP-AA-10092024-177626,E,51D-339.81,2.3,54589312,380,0.795165,4.792515,100,100,1,C,C,1,E,0.03472222223,0.03958333333,0.5354166667,Aug-2024
02-TP-AA-09092024-177475,E,50H-245.07,2.3,66356583,230,2.062305,3.946236,100,100,1,C,C,1,E,0.03055555555,0.006944444445,0.5256944444,Aug-2024
02-TP-AA-10092024-177788,E,51C-538.27,5,29743519,340,4.99821,8.8120515,100,100,1,C,C,1,E,0.01736111111,0.01388888889,0.5090277778,Aug-2024
02-TP-AA-10092024-177625,E,51D-336.62,2.3,120527278,170,3.723825,5.27835,100,100,1,C,C,1,E,0.01458333334,0.03888888888,0.5138888889,Aug-2024
60-TP-AA-09102024-184432,C,50LD-195.34,5,329740537,560,7.74039,16.6541445,100,100,1,C,C,1,F,0.01944444444,0.007638888892,0.1895833333,Sep-2024
60-TP-AA-09102024-184433,C,50LD-194.99,9,383917132,510,6.0580485,17.9676945,100,83,1,B,B,1,F,0.02013888889,0.0125,0.1875,Sep-2024
TTPP-AA-10102024-184454,A,51C-062.61,1.6,105205876,160,0,0,65,100,1,C,C,1,F,0.00277777778,0.001388888886,0.1111111111,Oct-2024
26-TI-AA-09102024-184413,B,50H-257.74,16,177902617,340,3.054471,14.3778075,40,100,2,BA,A,1,D,0.04652777778,0.1979166667,1.695833333,Oct-2024
19-TP-AA-09102024-184446,D,51C-691.01,5,319518457,470,5.207433,13.4107995,100,100,1,B,B,1,E,0.04791666667,0.01875,1.120833333,Oct-2024
19-TP-AA-09102024-184445,D,51C-558.65,5,277486456,510,5.260983,16.3653735,100,100,1,B,B,1,E,0.04861111111,0.007638888892,1.082638889,Oct-2024
02-TP-AA-09102024-184272,E,51D-157.63,2.3,16573029,190,2.457,4.26573,100,100,1,C,C,1,E,0.009027777778,0.01458333333,1.045833333,Oct-2024
02-TP-AA-09102024-184444,E,51C-538.27,5,233444412,530,3.5605395,9.182502,100,100,1,C,C,1,E,0.03819444445,0.02430555555,0.9888888889,Oct-2024
60-TP-AA-09112024-191369,C,66H-016.95,2.2,146309118,280,2.9006355,8.552292,100,100,2,CA,A,1,F,0.02499999999,0.05416666667,1.061805556,Oct-2024
02-TP-AA-09112024-191467,E,51D-157.63,2.3,233474907,160,2.7648075,5.9416875,100,100,1,C,C,1,E,0.007638888892,0.0006944444467,0.7930555556,Oct-2024
02-TP-AA-09112024-191392,E,51C-302.42,5,215227318,670,4.588038,11.3124795,100,100,1,C,C,1,E,0.05277777778,0.002777777772,0.7847222222,Oct-2024
02-TP-AA-09112024-191391,E,51C-538.27,5,93219328,540,4.363905,8.671803,100,100,2,AC,C,1,E,0.03541666667,0.03680555556,0.7701388889,Oct-2024
60-TP-AA-10062024-155317,C,50H-052.21,9,389004929,780,7.41363,19.9760085,100,100,3,ACB,B,1,F,0.03055555556,0.06666666666,0.9534722222,Oct-2024
60-TP-AA-10062024-155316,C,61E-034.09,9,332059363,600,8.2562865,22.450281,100,100,1,B,B,1,F,0.01875,0.03194444444,0.8388888889,Oct-2024
26-TI-AA-10062024-155304,B,51D-610.94,16,566017228,1300,16.807035,38.9055135,100,100,1,B,B,1,D,0.1861111111,0.02916666667,1.778472222,Oct-2024
19-TP-AA-10062024-155328,D,61E-005.02,5,222188339,410,5.308359,13.055658,100,100,1,B,B,1,E,0.04583333333,0.01597222222,2.080555556,Nov-2024
19-TP-AA-10062024-155331,D,51C-558.65,5,171600810,410,5.300505,13.1967675,100,100,1,B,B,1,E,0.03750000001,0.01527777778,1.914583333,Nov-2024
19-TP-AA-10062024-155329,D,61P-0114,5,221792354,420,5.286183,14.8917615,100,100,1,B,B,1,E,0.04375,0.009722222218,1.802083333,Nov-2024
02-TP-AA-10062024-155332,E,51C-302.42,5,190523442,710,6.032145,13.9242075,100,100,1,C,C,1,E,0.07222222222,0.04097222222,1.792361111,Nov-2024
19-TP-AA-10062024-155330,D,51C-691.01,5,202170629,400,4.875885,11.9206605,100,100,1,B,B,1,E,0.05416666667,0.01180555555,1.771527778,Nov-2024
02-TP-AA-11062024-155490,E,51D-336.62,2.3,66023506,340,1.87257,6.263019,100,100,1,C,C,1,E,0.025,0.02291666666,1.763194444,Nov-2024
02-TP-AA-10062024-155333,E,50H-206.50,5,298309466,520,5.2555965,10.688244,100,100,2,AC,C,1,E,0.04722222222,0.07152777778,1.759722222,Nov-2024
60-TP-AA-10072024-163231,C,51D-473.93,9,355631190,890,6.843039,19.893825,100,100,2,CA,A,1,F,0.03888888889,0.02847222222,0.3263888889,Nov-2024
60-TP-AA-10072024-163232,C,50LD-194.99,9,321112640,570,6.0372585,17.193897,100,83,1,B,B,1,F,0.02569444444,0.008333333331,0.2270833333,Nov-2024
60-TP-AA-10072024-163230,C,51C-853.76,16,298661245,1010,10.8532725,23.393202,100,100,1,C,C,1,F,0.02291666666,0.0125,0.2173611111,Nov-2024
26-TI-AA-10072024-163213,B,51D-610.94,16,371534871,730,7.7298585,24.338265,75,100,2,BA,A,1,D,0.04513888889,0.08194444444,2.01875,Jun-2024
19-TP-AA-10072024-163245,D,61P-0114,5,283571192,480,5.283684,14.1467025,100,100,1,B,B,1,E,0.025,0.01111111111,0.8847222222,Jun-2024
19-TP-AA-10072024-163246,D,61E-005.02,5,292434223,480,3.721326,18.287073,100,100,1,B,B,1,E,0.04791666666,0.002083333333,0.8451388889,Jun-2024
02-TP-AA-10072024-163248,E,51C-302.42,5,32678699,430,5.12064,9.4858785,100,100,1,C,C,1,E,0.03611111111,0.01388888888,0.6638888889,Jun-2024
02-TP-AA-10072024-163249,E,50H-206.50,5,310384766,590,5.0912925,10.894737,100,100,1,C,C,1,E,0.03958333334,0.04861111111,0.6222222222,Jul-2024
02-TP-AA-10072024-163247,E,51C-919.76,5,161194539,500,4.77183,11.643135,100,100,1,C,C,1,E,0.02013888889,0.07847222222,0.6055555556,Jul-2024
60-TP-AA-10082024-170319,C,50LD-195.34,5,147339069,310,4.288284,12.611067,100,100,2,CA,A,1,F,0.01666666667,0.02222222222,0.10625,Jul-2024
02-TP-AA-10082024-170244,E,51D-157.63,2.3,105947140,190,1.65312,7.9644075,100,100,1,A,A,1,E,0.01041666666,0.02083333334,0.9027777778,Jul-2024
02-TP-AA-10082024-170324,E,51C-538.27,5,139255743,520,4.4290365,13.076994,100,100,2,AC,C,1,E,0.02638888889,0.02986111111,0.8701388889,Jul-2024
60-TP-AA-10092024-177821,C,51D-473.93,9,357068450,740,6.676215,17.914932,100,100,2,AC,C,1,F,0.02638888889,0.02569444444,0.1951388889,Jul-2024
60-TP-AA-10092024-177822,C,50LD-194.99,9,228862512,570,5.7239175,14.671902,100,83,1,C,C,1,F,0.01319444444,0.025,0.2027777778,Jul-2024
60-TP-AA-10092024-177820,C,61C-282.28,16,383206994,960,12.22599,19.0676115,100,100,1,C,C,1,F,0.02847222222,0.00208333334,0.2277777778,Jul-2024
60-TP-AA-10092024-177819,C,71C-085.31,16,464288015,890,10.3398645,28.286748,100,100,1,B,B,1,F,0.02361111112,0.01388888889,0.7840277778,Jul-2024
26-TI-AA-10092024-177796,B,50H-265.51,16,572388937,1540,14.4879525,36.6357285,100,100,1,C,C,1,D,0.09097222223,0.05,1.985416667,Jul-2024
26-TI-AA-10092024-177797,B,51C-520.79,16,349038646,660,4.9927395,19.109013,60,100,1,A,A,1,D,0.02083333334,0.08194444444,1.777777778,Jul-2024
02-TP-AA-11092024-177896,E,51C-919.76,5,150549005,610,3.80688,7.5343905,100,100,1,C,C,1,E,0.02083333333,0.01805555556,0.4923611111,Jul-2024
60-TP-AA-10102024-184668,C,61C-282.28,16,424229062,1120,10.1397765,25.077822,100,100,2,CB,B,1,F,1.026388889,0.02222222222,0.1618055556,Aug-2024
26-TI-AA-10102024-184645,B,51D-447.14,16,555525431,1140,9.299913,34.0946655,100,100,2,CA,A,1,D,0.02708333333,0.1069444444,1.997222222,Aug-2024
19-TP-AA-10102024-184679,D,61E-005.02,5,200366226,450,5.205375,12.4854135,100,100,1,B,B,1,E,0.2979166667,0.005555555552,0.6145833333,Aug-2024
26-TI-AA-10112024-191569,B,50H-601.47,16,424103993,850,5.5993875,23.8577955,60,100,2,AC,C,1,D,0.02708333334,0.1055555555,1.65,Aug-2024
19-TP-AA-10112024-191590,D,51C-691.01,5,208984491,410,5.527431,13.2325725,100,100,1,B,B,1,E,0.03541666667,0.01388888889,0.9333333333,Aug-2024
19-TP-AA-10112024-191589,D,51C-558.65,5,183204528,410,4.4037,21.1223985,100,100,1,B,B,1,E,0.03333333333,0.02916666667,0.8916666667,Aug-2024
60-TP-AA-12062024-155745,C,51C-853.76,16,579522507,1040,13.1405715,29.5993635,100,100,1,B,B,1,F,0.03958333333,0.01944444444,0.8055555556,Aug-2024
26-TI-AA-11062024-155601,B,50H-261.59,16,600059899,1370,12.2985765,31.1932845,90,100,2,AC,C,1,D,0.07430555555,0.1743055556,1.703472222,Sep-2024
19-TP-AA-11062024-155636,D,61E-005.02,5,208869776,440,5.280324,14.3407635,100,100,1,B,B,1,E,0.02916666667,0.0125,1.109027778,Sep-2024
